CustomerID,last_purchase_date,days_since_last_purchase,churn_status
17880,2010-12-10,364,Churned
14413,2010-12-12,362,Churned
15454,2010-12-12,362,Churned
15503,2010-12-12,362,Churned
16665,2010-12-12,362,Churned
17251,2010-12-12,362,Churned
18004,2010-12-12,362,Churned
15361,2010-12-13,361,Churned
17303,2010-12-13,361,Churned
17524,2010-12-13,361,Churned
13948,2010-12-14,360,Churned
16202,2010-12-14,360,Churned
16499,2010-12-14,360,Churned
16812,2010-12-14,360,Churned
13295,2010-12-15,359,Churned
17525,2010-12-15,359,Churned
17551,2010-12-15,359,Churned
17752,2010-12-15,359,Churned
18050,2010-12-15,359,Churned
12967,2010-12-16,358,Churned
13874,2010-12-16,358,Churned
14373,2010-12-16,358,Churned
15224,2010-12-16,358,Churned
15789,2010-12-16,358,Churned
17496,2010-12-16,358,Churned
17691,2010-12-16,358,Churned
18176,2010-12-16,358,Churned
12551,2010-12-17,357,Churned
13033,2010-12-17,357,Churned
15160,2010-12-17,357,Churned
15204,2010-12-17,357,Churned
17343,2010-12-19,355,Churned
15279,2010-12-20,354,Churned
15460,2010-12-20,354,Churned
12515,2010-12-21,353,Churned
16270,2010-12-21,353,Churned
12734,2010-12-22,352,Churned
13304,2010-12-23,351,Churned
13922,2010-12-23,351,Churned
15562,2010-12-23,351,Churned
16282,2011-01-04,339,Churned
15266,2011-01-05,338,Churned
15464,2011-01-05,338,Churned
12386,2011-01-06,337,Churned
13187,2011-01-06,337,Churned
12489,2011-01-07,336,Churned
12501,2011-01-07,336,Churned
12829,2011-01-07,336,Churned
14889,2011-01-07,336,Churned
15607,2011-01-07,336,Churned
15649,2011-01-07,336,Churned
12651,2011-01-09,334,Churned
12793,2011-01-09,334,Churned
17128,2011-01-09,334,Churned
18032,2011-01-09,334,Churned
15100,2011-01-10,333,Churned
15326,2011-01-10,333,Churned
16850,2011-01-10,333,Churned
17406,2011-01-10,333,Churned
12736,2011-01-11,332,Churned
13144,2011-01-11,332,Churned
15346,2011-01-11,332,Churned
16351,2011-01-11,332,Churned
17569,2011-01-11,332,Churned
12652,2011-01-12,331,Churned
14185,2011-01-12,331,Churned
14270,2011-01-12,331,Churned
15171,2011-01-12,331,Churned
13284,2011-01-13,330,Churned
15447,2011-01-13,330,Churned
15510,2011-01-13,330,Churned
16315,2011-01-13,330,Churned
18085,2011-01-13,330,Churned
12672,2011-01-14,329,Churned
13385,2011-01-14,329,Churned
18106,2011-01-14,329,Churned
12872,2011-01-17,326,Churned
13859,2011-01-17,326,Churned
14238,2011-01-17,326,Churned
15316,2011-01-17,326,Churned
18212,2011-01-17,326,Churned
12346,2011-01-18,325,Churned
13898,2011-01-18,325,Churned
15395,2011-01-18,325,Churned
18233,2011-01-18,325,Churned
12665,2011-01-19,324,Churned
14090,2011-01-19,324,Churned
12402,2011-01-20,323,Churned
13008,2011-01-20,323,Churned
15262,2011-01-20,323,Churned
15422,2011-01-20,323,Churned
17862,2011-01-20,323,Churned
15174,2011-01-21,322,Churned
16387,2011-01-21,322,Churned
17094,2011-01-21,322,Churned
17890,2011-01-21,322,Churned
14068,2011-01-23,320,Churned
15167,2011-01-23,320,Churned
17714,2011-01-23,320,Churned
13551,2011-01-24,319,Churned
14130,2011-01-24,319,Churned
14368,2011-01-24,319,Churned
14439,2011-01-24,319,Churned
14782,2011-01-24,319,Churned
15052,2011-01-24,319,Churned
15820,2011-01-24,319,Churned
13002,2011-01-25,318,Churned
13615,2011-01-25,318,Churned
13703,2011-01-25,318,Churned
14248,2011-01-25,318,Churned
15213,2011-01-25,318,Churned
15222,2011-01-25,318,Churned
16222,2011-01-25,318,Churned
16757,2011-01-25,318,Churned
12591,2011-01-26,317,Churned
15661,2011-01-26,317,Churned
16124,2011-01-26,317,Churned
17118,2011-01-26,317,Churned
12764,2011-01-27,316,Churned
13328,2011-01-27,316,Churned
13506,2011-01-27,316,Churned
12377,2011-01-28,315,Churned
12574,2011-01-28,315,Churned
12735,2011-01-28,315,Churned
13161,2011-01-30,313,Churned
15415,2011-01-30,313,Churned
17062,2011-01-30,313,Churned
17431,2011-01-30,313,Churned
13600,2011-01-31,312,Churned
15448,2011-01-31,312,Churned
15881,2011-01-31,312,Churned
16403,2011-01-31,312,Churned
17239,2011-01-31,312,Churned
17619,2011-01-31,312,Churned
18095,2011-01-31,312,Churned
12373,2011-02-01,311,Churned
12929,2011-02-01,311,Churned
13494,2011-02-01,311,Churned
14496,2011-02-01,311,Churned
14549,2011-02-01,311,Churned
14850,2011-02-01,311,Churned
15107,2011-02-01,311,Churned
15940,2011-02-01,311,Churned
17356,2011-02-01,311,Churned
12350,2011-02-02,310,Churned
12559,2011-02-02,310,Churned
14411,2011-02-02,310,Churned
14457,2011-02-02,310,Churned
15226,2011-02-02,310,Churned
17223,2011-02-02,310,Churned
17912,2011-02-02,310,Churned
18250,2011-02-02,310,Churned
13581,2011-02-03,309,Churned
13800,2011-02-03,309,Churned
14497,2011-02-03,309,Churned
16030,2011-02-03,309,Churned
12410,2011-02-04,308,Churned
13963,2011-02-04,308,Churned
15090,2011-02-04,308,Churned
17226,2011-02-04,308,Churned
17291,2011-02-04,308,Churned
17517,2011-02-04,308,Churned
12956,2011-02-06,306,Churned
13584,2011-02-06,306,Churned
14438,2011-02-06,306,Churned
15808,2011-02-06,306,Churned
17392,2011-02-06,306,Churned
13809,2011-02-07,305,Churned
14048,2011-02-07,305,Churned
14600,2011-02-07,305,Churned
15753,2011-02-08,304,Churned
17859,2011-02-08,304,Churned
17881,2011-02-08,304,Churned
12401,2011-02-09,303,Churned
15843,2011-02-09,303,Churned
15970,2011-02-09,303,Churned
17358,2011-02-09,303,Churned
17843,2011-02-09,303,Churned
12561,2011-02-10,302,Churned
13706,2011-02-10,302,Churned
14081,2011-02-10,302,Churned
14431,2011-02-10,302,Churned
16405,2011-02-10,302,Churned
16425,2011-02-10,302,Churned
16725,2011-02-10,302,Churned
17334,2011-02-10,302,Churned
13672,2011-02-11,301,Churned
13819,2011-02-11,301,Churned
18159,2011-02-11,301,Churned
16084,2011-02-13,299,Churned
16897,2011-02-13,299,Churned
15236,2011-02-14,298,Churned
17829,2011-02-14,298,Churned
13893,2011-02-15,297,Churned
14176,2011-02-15,297,Churned
14760,2011-02-15,297,Churned
14935,2011-02-15,297,Churned
16073,2011-02-15,297,Churned
16738,2011-02-15,297,Churned
14386,2011-02-16,296,Churned
15670,2011-02-16,296,Churned
16148,2011-02-16,296,Churned
16494,2011-02-16,296,Churned
16509,2011-02-16,296,Churned
13151,2011-02-17,295,Churned
14371,2011-02-17,295,Churned
18138,2011-02-17,295,Churned
12852,2011-02-18,294,Churned
13932,2011-02-18,294,Churned
16765,2011-02-18,294,Churned
12988,2011-02-20,292,Churned
12365,2011-02-21,291,Churned
12707,2011-02-21,291,Churned
13044,2011-02-21,291,Churned
15303,2011-02-22,290,Churned
16349,2011-02-22,290,Churned
16546,2011-02-22,290,Churned
16913,2011-02-22,290,Churned
18114,2011-02-22,290,Churned
15397,2011-02-23,289,Churned
17171,2011-02-23,289,Churned
17499,2011-02-23,289,Churned
18068,2011-02-23,289,Churned
12565,2011-02-24,288,Churned
12945,2011-02-24,288,Churned
13501,2011-02-24,288,Churned
13751,2011-02-24,288,Churned
15543,2011-02-24,288,Churned
16072,2011-02-24,288,Churned
16997,2011-02-24,288,Churned
17117,2011-02-24,288,Churned
18056,2011-02-24,288,Churned
12361,2011-02-25,287,Churned
13345,2011-02-25,287,Churned
13753,2011-02-25,287,Churned
13973,2011-02-25,287,Churned
13684,2011-02-27,285,Churned
16598,2011-02-27,285,Churned
12509,2011-02-28,284,Churned
14036,2011-02-28,284,Churned
14046,2011-02-28,284,Churned
16339,2011-02-28,284,Churned
17165,2011-02-28,284,Churned
12866,2011-03-01,283,Churned
13166,2011-03-01,283,Churned
15257,2011-03-01,283,Churned
15319,2011-03-01,283,Churned
15456,2011-03-01,283,Churned
15709,2011-03-01,283,Churned
16078,2011-03-01,283,Churned
12834,2011-03-02,282,Churned
12873,2011-03-02,282,Churned
13497,2011-03-02,282,Churned
15733,2011-03-02,282,Churned
16792,2011-03-02,282,Churned
17923,2011-03-02,282,Churned
12817,2011-03-03,281,Churned
13715,2011-03-03,281,Churned
14483,2011-03-03,281,Churned
15087,2011-03-03,281,Churned
16159,2011-03-03,281,Churned
17789,2011-03-03,281,Churned
17995,2011-03-03,281,Churned
12755,2011-03-04,280,Churned
13382,2011-03-04,280,Churned
14570,2011-03-04,280,Churned
14670,2011-03-04,280,Churned
14779,2011-03-04,280,Churned
17325,2011-03-04,280,Churned
17508,2011-03-04,280,Churned
17535,2011-03-04,280,Churned
14247,2011-03-06,278,Churned
12614,2011-03-07,277,Churned
14012,2011-03-07,277,Churned
15554,2011-03-07,277,Churned
15869,2011-03-07,277,Churned
16517,2011-03-07,277,Churned
17654,2011-03-07,277,Churned
18280,2011-03-07,277,Churned
12623,2011-03-08,276,Churned
14586,2011-03-08,276,Churned
15234,2011-03-08,276,Churned
15944,2011-03-08,276,Churned
16917,2011-03-08,276,Churned
17639,2011-03-08,276,Churned
12881,2011-03-09,275,Churned
13093,2011-03-09,275,Churned
13493,2011-03-09,275,Churned
14165,2011-03-09,275,Churned
15057,2011-03-09,275,Churned
17138,2011-03-09,275,Churned
14350,2011-03-10,274,Churned
14603,2011-03-10,274,Churned
14727,2011-03-10,274,Churned
15308,2011-03-10,274,Churned
16471,2011-03-10,274,Churned
16625,2011-03-10,274,Churned
18086,2011-03-10,274,Churned
13043,2011-03-11,273,Churned
13133,2011-03-11,273,Churned
13226,2011-03-11,273,Churned
14114,2011-03-11,273,Churned
15049,2011-03-11,273,Churned
16766,2011-03-11,273,Churned
17194,2011-03-11,273,Churned
13708,2011-03-13,271,Churned
14962,2011-03-14,270,Churned
15388,2011-03-14,270,Churned
13121,2011-03-15,269,Churned
13716,2011-03-15,269,Churned
15047,2011-03-15,269,Churned
16037,2011-03-15,269,Churned
16392,2011-03-15,269,Churned
17542,2011-03-15,269,Churned
13261,2011-03-16,268,Churned
13299,2011-03-16,268,Churned
13358,2011-03-16,268,Churned
16152,2011-03-16,268,Churned
16297,2011-03-16,268,Churned
12514,2011-03-17,267,Churned
12845,2011-03-17,267,Churned
13185,2011-03-17,267,Churned
13216,2011-03-17,267,Churned
13707,2011-03-17,267,Churned
14840,2011-03-17,267,Churned
16216,2011-03-17,267,Churned
16377,2011-03-17,267,Churned
16976,2011-03-17,267,Churned
13072,2011-03-18,266,Churned
14041,2011-03-18,266,Churned
14059,2011-03-18,266,Churned
14066,2011-03-18,266,Churned
14155,2011-03-18,266,Churned
14633,2011-03-18,266,Churned
15019,2011-03-18,266,Churned
15695,2011-03-18,266,Churned
16256,2011-03-18,266,Churned
16716,2011-03-18,266,Churned
17060,2011-03-18,266,Churned
12902,2011-03-20,264,Churned
14693,2011-03-20,264,Churned
15408,2011-03-20,264,Churned
15445,2011-03-20,264,Churned
15703,2011-03-20,264,Churned
16096,2011-03-20,264,Churned
16402,2011-03-20,264,Churned
17230,2011-03-20,264,Churned
13262,2011-03-21,263,Churned
13934,2011-03-21,263,Churned
14762,2011-03-21,263,Churned
16427,2011-03-21,263,Churned
16619,2011-03-21,263,Churned
17678,2011-03-21,263,Churned
17763,2011-03-21,263,Churned
18224,2011-03-21,263,Churned
12831,2011-03-22,262,Churned
14632,2011-03-22,262,Churned
15437,2011-03-22,262,Churned
15457,2011-03-22,262,Churned
16135,2011-03-22,262,Churned
16721,2011-03-22,262,Churned
12564,2011-03-23,261,Churned
12818,2011-03-23,261,Churned
13132,2011-03-23,261,Churned
13239,2011-03-23,261,Churned
14870,2011-03-23,261,Churned
16250,2011-03-23,261,Churned
17102,2011-03-23,261,Churned
17486,2011-03-23,261,Churned
17507,2011-03-23,261,Churned
18191,2011-03-23,261,Churned
12811,2011-03-24,260,Churned
13341,2011-03-24,260,Churned
13512,2011-03-24,260,Churned
14256,2011-03-24,260,Churned
14348,2011-03-24,260,Churned
15178,2011-03-24,260,Churned
16022,2011-03-24,260,Churned
16063,2011-03-24,260,Churned
16769,2011-03-24,260,Churned
17698,2011-03-24,260,Churned
13452,2011-03-25,259,Churned
14536,2011-03-25,259,Churned
13357,2011-03-27,257,Churned
14476,2011-03-27,257,Churned
18071,2011-03-27,257,Churned
12792,2011-03-28,256,Churned
13368,2011-03-28,256,Churned
13649,2011-03-28,256,Churned
15032,2011-03-28,256,Churned
15083,2011-03-28,256,Churned
16692,2011-03-28,256,Churned
18010,2011-03-28,256,Churned
13439,2011-03-29,255,Churned
13803,2011-03-29,255,Churned
15589,2011-03-29,255,Churned
16980,2011-03-29,255,Churned
15353,2011-03-30,254,Churned
15424,2011-03-30,254,Churned
15528,2011-03-30,254,Churned
15832,2011-03-30,254,Churned
17775,2011-03-30,254,Churned
18108,2011-03-30,254,Churned
13060,2011-03-31,253,Churned
14479,2011-03-31,253,Churned
14890,2011-03-31,253,Churned
14957,2011-03-31,253,Churned
15894,2011-03-31,253,Churned
17212,2011-03-31,253,Churned
17438,2011-03-31,253,Churned
13462,2011-04-01,252,Churned
13626,2011-04-01,252,Churned
13841,2011-04-01,252,Churned
14886,2011-04-01,252,Churned
15691,2011-04-01,252,Churned
16162,2011-04-01,252,Churned
17580,2011-04-01,252,Churned
17701,2011-04-01,252,Churned
13781,2011-04-03,250,Churned
13059,2011-04-04,249,Churned
14747,2011-04-04,249,Churned
16142,2011-04-04,249,Churned
17956,2011-04-04,249,Churned
18185,2011-04-04,249,Churned
15442,2011-04-05,248,Churned
16105,2011-04-05,248,Churned
16586,2011-04-05,248,Churned
17492,2011-04-05,248,Churned
13863,2011-04-06,247,Churned
14220,2011-04-06,247,Churned
14964,2011-04-06,247,Churned
15917,2011-04-06,247,Churned
16378,2011-04-06,247,Churned
17140,2011-04-06,247,Churned
17906,2011-04-06,247,Churned
12580,2011-04-07,246,Churned
13712,2011-04-07,246,Churned
13718,2011-04-07,246,Churned
14465,2011-04-07,246,Churned
14981,2011-04-07,246,Churned
16144,2011-04-07,246,Churned
14619,2011-04-08,245,Churned
14924,2011-04-08,245,Churned
15109,2011-04-08,245,Churned
15119,2011-04-08,245,Churned
15775,2011-04-08,245,Churned
16010,2011-04-08,245,Churned
16623,2011-04-08,245,Churned
16643,2011-04-08,245,Churned
17035,2011-04-08,245,Churned
12447,2011-04-10,243,Churned
13508,2011-04-10,243,Churned
13570,2011-04-10,243,Churned
15655,2011-04-10,243,Churned
18129,2011-04-10,243,Churned
12982,2011-04-11,242,Churned
14311,2011-04-11,242,Churned
14326,2011-04-11,242,Churned
14339,2011-04-11,242,Churned
14616,2011-04-11,242,Churned
16552,2011-04-11,242,Churned
17574,2011-04-11,242,Churned
13484,2011-04-12,241,Churned
14669,2011-04-12,241,Churned
15212,2011-04-12,241,Churned
15777,2011-04-12,241,Churned
16697,2011-04-12,241,Churned
17278,2011-04-12,241,Churned
17972,2011-04-12,241,Churned
13221,2011-04-13,240,Churned
13740,2011-04-13,240,Churned
15147,2011-04-13,240,Churned
16097,2011-04-13,240,Churned
17746,2011-04-13,240,Churned
14105,2011-04-14,239,Churned
14154,2011-04-14,239,Churned
14206,2011-04-14,239,Churned
15135,2011-04-14,239,Churned
15139,2011-04-14,239,Churned
15230,2011-04-14,239,Churned
15935,2011-04-14,239,Churned
16957,2011-04-14,239,Churned
17142,2011-04-14,239,Churned
17362,2011-04-14,239,Churned
17601,2011-04-14,239,Churned
12582,2011-04-15,238,Churned
12639,2011-04-15,238,Churned
12769,2011-04-15,238,Churned
13120,2011-04-15,238,Churned
15246,2011-04-15,238,Churned
17367,2011-04-15,238,Churned
12878,2011-04-17,236,Churned
13474,2011-04-17,236,Churned
14532,2011-04-17,236,Churned
16193,2011-04-17,236,Churned
17582,2011-04-17,236,Churned
17697,2011-04-17,236,Churned
17990,2011-04-17,236,Churned
18213,2011-04-17,236,Churned
12754,2011-04-18,235,Churned
15749,2011-04-18,235,Churned
16217,2011-04-18,235,Churned
16617,2011-04-18,235,Churned
16947,2011-04-18,235,Churned
18009,2011-04-18,235,Churned
12585,2011-04-19,234,Churned
12733,2011-04-19,234,Churned
13101,2011-04-19,234,Churned
14242,2011-04-19,234,Churned
14672,2011-04-19,234,Churned
15225,2011-04-19,234,Churned
15717,2011-04-19,234,Churned
17217,2011-04-19,234,Churned
13485,2011-04-20,233,Churned
14148,2011-04-20,233,Churned
15517,2011-04-20,233,Churned
17120,2011-04-20,233,Churned
17548,2011-04-20,233,Churned
17946,2011-04-20,233,Churned
12354,2011-04-21,232,Churned
12506,2011-04-21,232,Churned
12622,2011-04-21,232,Churned
13482,2011-04-21,232,Churned
14770,2011-04-21,232,Churned
16163,2011-04-21,232,Churned
16587,2011-04-21,232,Churned
17718,2011-04-21,232,Churned
12573,2011-04-26,227,Churned
16823,2011-04-26,227,Churned
16834,2011-04-26,227,Churned
17277,2011-04-26,227,Churned
17670,2011-04-26,227,Churned
18183,2011-04-26,227,Churned
15891,2011-04-27,226,Churned
16698,2011-04-27,226,Churned
16965,2011-04-27,226,Churned
17187,2011-04-27,226,Churned
18220,2011-04-27,226,Churned
13229,2011-04-28,225,Churned
14022,2011-04-28,225,Churned
14271,2011-04-28,225,Churned
15143,2011-04-28,225,Churned
15210,2011-04-28,225,Churned
15223,2011-04-28,225,Churned
16227,2011-04-28,225,Churned
17893,2011-04-28,225,Churned
17991,2011-04-28,225,Churned
14304,2011-05-01,222,Churned
16634,2011-05-01,222,Churned
14149,2011-05-03,220,Churned
16055,2011-05-03,220,Churned
17501,2011-05-03,220,Churned
13731,2011-05-04,219,Churned
14245,2011-05-04,219,Churned
16610,2011-05-04,219,Churned
17394,2011-05-04,219,Churned
17443,2011-05-04,219,Churned
17646,2011-05-04,219,Churned
13711,2011-05-05,218,Churned
13762,2011-05-05,218,Churned
14199,2011-05-05,218,Churned
14340,2011-05-05,218,Churned
14393,2011-05-05,218,Churned
14423,2011-05-05,218,Churned
14697,2011-05-05,218,Churned
15759,2011-05-05,218,Churned
16109,2011-05-05,218,Churned
16457,2011-05-05,218,Churned
16714,2011-05-05,218,Churned
16990,2011-05-05,218,Churned
17374,2011-05-05,218,Churned
17578,2011-05-05,218,Churned
17849,2011-05-05,218,Churned
18239,2011-05-05,218,Churned
12414,2011-05-06,217,Churned
13723,2011-05-06,217,Churned
13952,2011-05-06,217,Churned
15235,2011-05-06,217,Churned
15552,2011-05-06,217,Churned
15668,2011-05-06,217,Churned
16319,2011-05-06,217,Churned
17174,2011-05-06,217,Churned
17604,2011-05-06,217,Churned
18078,2011-05-06,217,Churned
18227,2011-05-06,217,Churned
13561,2011-05-08,215,Churned
13642,2011-05-08,215,Churned
14161,2011-05-08,215,Churned
14353,2011-05-08,215,Churned
15092,2011-05-08,215,Churned
12355,2011-05-09,214,Churned
12821,2011-05-09,214,Churned
12888,2011-05-09,214,Churned
14699,2011-05-09,214,Churned
16756,2011-05-09,214,Churned
18120,2011-05-09,214,Churned
13990,2011-05-10,213,Churned
14288,2011-05-10,213,Churned
15063,2011-05-10,213,Churned
15381,2011-05-10,213,Churned
15433,2011-05-10,213,Churned
16306,2011-05-10,213,Churned
16431,2011-05-10,213,Churned
17597,2011-05-10,213,Churned
13052,2011-05-11,212,Churned
13235,2011-05-11,212,Churned
14920,2011-05-11,212,Churned
15079,2011-05-11,212,Churned
15729,2011-05-11,212,Churned
15732,2011-05-11,212,Churned
17889,2011-05-11,212,Churned
18133,2011-05-11,212,Churned
12590,2011-05-12,211,Churned
12625,2011-05-12,211,Churned
12976,2011-05-12,211,Churned
13837,2011-05-12,211,Churned
14000,2011-05-12,211,Churned
14988,2011-05-12,211,Churned
16006,2011-05-12,211,Churned
16116,2011-05-12,211,Churned
16244,2011-05-12,211,Churned
16943,2011-05-12,211,Churned
17970,2011-05-12,211,Churned
18218,2011-05-12,211,Churned
12770,2011-05-13,210,Churned
12857,2011-05-13,210,Churned
14873,2011-05-13,210,Churned
14689,2011-05-15,208,Churned
15333,2011-05-15,208,Churned
17263,2011-05-15,208,Churned
14489,2011-05-16,207,Churned
14888,2011-05-16,207,Churned
15813,2011-05-16,207,Churned
13976,2011-05-17,206,Churned
14320,2011-05-17,206,Churned
17504,2011-05-17,206,Churned
12690,2011-05-18,205,Churned
13531,2011-05-18,205,Churned
13572,2011-05-18,205,Churned
13659,2011-05-18,205,Churned
14620,2011-05-18,205,Churned
17556,2011-05-18,205,Churned
12353,2011-05-19,204,Churned
12897,2011-05-19,204,Churned
13887,2011-05-19,204,Churned
14442,2011-05-19,204,Churned
14896,2011-05-19,204,Churned
15648,2011-05-19,204,Churned
17245,2011-05-19,204,Churned
17871,2011-05-19,204,Churned
13243,2011-05-20,203,Churned
13391,2011-05-20,203,Churned
16226,2011-05-20,203,Churned
17455,2011-05-20,203,Churned
18048,2011-05-20,203,Churned
13227,2011-05-22,201,Churned
14195,2011-05-22,201,Churned
14647,2011-05-22,201,Churned
15292,2011-05-22,201,Churned
15705,2011-05-22,201,Churned
15724,2011-05-22,201,Churned
17176,2011-05-22,201,Churned
13223,2011-05-23,200,Churned
13339,2011-05-23,200,Churned
13479,2011-05-23,200,Churned
13737,2011-05-23,200,Churned
14817,2011-05-23,200,Churned
17715,2011-05-23,200,Churned
15042,2011-05-24,199,Churned
15314,2011-05-24,199,Churned
17375,2011-05-24,199,Churned
18202,2011-05-24,199,Churned
14009,2011-05-25,198,Churned
14705,2011-05-25,198,Churned
14985,2011-05-25,198,Churned
15882,2011-05-25,198,Churned
16448,2011-05-25,198,Churned
16763,2011-05-25,198,Churned
17770,2011-05-25,198,Churned
17955,2011-05-25,198,Churned
12547,2011-05-26,197,Churned
12974,2011-05-26,197,Churned
14740,2011-05-26,197,Churned
14816,2011-05-26,197,Churned
16356,2011-05-26,197,Churned
16449,2011-05-26,197,Churned
16838,2011-05-26,197,Churned
17550,2011-05-26,197,Churned
12999,2011-05-27,196,Churned
13135,2011-05-27,196,Churned
14280,2011-05-27,196,Churned
14625,2011-05-27,196,Churned
14828,2011-05-27,196,Churned
15104,2011-05-27,196,Churned
16034,2011-05-27,196,Churned
16275,2011-05-27,196,Churned
16323,2011-05-27,196,Churned
12426,2011-05-29,194,Churned
15897,2011-05-29,194,Churned
15925,2011-05-29,194,Churned
16567,2011-05-29,194,Churned
16889,2011-05-29,194,Churned
17051,2011-05-29,194,Churned
17152,2011-05-29,194,Churned
12790,2011-05-31,192,Churned
13070,2011-05-31,192,Churned
13398,2011-05-31,192,Churned
16483,2011-05-31,192,Churned
16810,2011-05-31,192,Churned
17454,2011-05-31,192,Churned
18190,2011-05-31,192,Churned
18231,2011-05-31,192,Churned
13062,2011-06-01,191,Churned
13475,2011-06-01,191,Churned
14377,2011-06-01,191,Churned
15643,2011-06-01,191,Churned
16424,2011-06-01,191,Churned
17472,2011-06-01,191,Churned
14453,2011-06-02,190,Churned
15658,2011-06-02,190,Churned
15918,2011-06-02,190,Churned
16529,2011-06-02,190,Churned
17531,2011-06-02,190,Churned
17900,2011-06-02,190,Churned
12601,2011-06-03,189,Churned
13294,2011-06-03,189,Churned
13885,2011-06-03,189,Churned
15405,2011-06-03,189,Churned
15508,2011-06-03,189,Churned
16117,2011-06-03,189,Churned
16230,2011-06-03,189,Churned
16659,2011-06-03,189,Churned
16967,2011-06-03,189,Churned
12468,2011-06-05,187,Churned
13682,2011-06-05,187,Churned
14512,2011-06-05,187,Churned
14682,2011-06-05,187,Churned
16883,2011-06-05,187,Churned
16963,2011-06-05,187,Churned
17708,2011-06-05,187,Churned
12802,2011-06-06,186,Churned
15386,2011-06-06,186,Churned
15852,2011-06-06,186,Churned
16520,2011-06-06,186,Churned
16611,2011-06-06,186,Churned
16849,2011-06-06,186,Churned
12868,2011-06-07,185,Churned
12891,2011-06-07,185,Churned
13395,2011-06-07,185,Churned
14375,2011-06-07,185,Churned
14542,2011-06-07,185,Churned
14867,2011-06-07,185,Churned
17026,2011-06-07,185,Churned
17124,2011-06-07,185,Churned
17707,2011-06-07,185,Churned
17854,2011-06-07,185,Churned
17874,2011-06-07,185,Churned
17987,2011-06-07,185,Churned
18072,2011-06-07,185,Churned
12383,2011-06-08,184,Churned
13466,2011-06-08,184,Churned
14622,2011-06-08,184,Churned
15609,2011-06-08,184,Churned
16832,2011-06-08,184,Churned
16955,2011-06-08,184,Churned
17409,2011-06-08,184,Churned
13811,2011-06-09,183,Churned
13900,2011-06-09,183,Churned
14231,2011-06-09,183,Churned
14241,2011-06-09,183,Churned
14501,2011-06-09,183,Churned
15780,2011-06-09,183,Churned
16113,2011-06-09,183,Churned
13533,2011-06-10,182,Churned
13686,2011-06-10,182,Churned
15098,2011-06-10,182,Churned
16581,2011-06-10,182,Churned
16614,2011-06-10,182,Churned
17234,2011-06-10,182,Churned
14450,2011-06-12,180,Churned
14823,2011-06-12,180,Churned
18281,2011-06-12,180,Churned
12732,2011-06-13,179,Active
13080,2011-06-13,179,Active
13663,2011-06-13,179,Active
13936,2011-06-13,179,Active
14573,2011-06-13,179,Active
15069,2011-06-13,179,Active
17349,2011-06-13,179,Active
17795,2011-06-13,179,Active
13476,2011-06-14,178,Active
15912,2011-06-14,178,Active
17179,2011-06-14,178,Active
